label,family,cluster
"ChrbB|CP053069.1:c1502571-1502513 Usitatibacter rugosus strain 0125_3 chromosome, complete genome FORWARD",ChrbB,7
"ChrbB|LT629703.1:c489857-489809 Afipia sp. GAS231 genome assembly, chromosome: I FORWARD",ChrbB,9
"ChrbB|CP021112.1:1981742-1981791 Pseudorhodoplanes sinuspersici strain RIPI110 chromosome, complete genome FORWARD",ChrbB,6
"ChrbB|LMLB01000001.1:105685-105736 Sphingomonas sp. Leaf33 contig_1, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|MAXC01000033.1:188706-188754 Bradyrhizobium sp. LMTR 3 NODE_3, whole genome shotgun sequence FORWARD",ChrbB,10
"ChrbB|CP073078.1:5426903-5426951 Phenylobacterium montanum strain S6 chromosome, complete genome FORWARD",ChrbB,7
"ChrbB|JAEQNE010000002.1:316914-316966 Ramlibacter monticola strain KACC 19175 contig2, whole genome shotgun sequence FORWARD",ChrbB,9
"ChrbB|JYMT01000042.1:c688911-688865 Bradyrhizobium sp. LTSP885 NODE_42, whole genome shotgun sequence FORWARD",ChrbB,3
"ChrbB|LMQL01000009.1:305624-305676 Ramlibacter sp. Leaf400 contig_3, whole genome shotgun sequence FORWARD",ChrbB,9
"ChrbB|CP010951.1:c2109339-2109282 Ramlibacter tataouinensis strain 5-10, complete genome FORWARD",ChrbB,9
"ChrbB|JACORU010000001.1:c1032792-1032737 Ramlibacter albus strain GTP1 contig1, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|FOQV01000012.1:126946-126999 Bosea sp. OK403 genome assembly, contig: Ga0066723_112, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|AAMY01000004.1:c30975-30928 Nitrobacter sp. Nb-311A 1099473104515, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|JACHOR010000005.1:331026-331074 Brevundimonas variabilis strain DSM 4737 Ga0373203_05, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|CP053073.1:c1372620-1372562 Usitatibacter palustris strain Swamp67 chromosome, complete genome FORWARD",ChrbB,7
"ChrbB|PSRR01000158.1:9297-9349 Bradyrhizobium sp. Leo170 Contig158_, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|FWZX01000003.1:c283627-283583 Tistlia consotensis strain USBA 355 genome assembly, contig: Ga0111602_103, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|LMPZ01000001.1:c41130-41084 Brevundimonas sp. Leaf363 contig_1, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|JACHXA010000011.1:73525-73571 Limibacillus halophilus strain CECT 8803 Ga0372437_11, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|CP010951.1:c4158246-4158194 Ramlibacter tataouinensis strain 5-10, complete genome FORWARD",ChrbB,9
"ChrbB|BMZD01000006.1:c10718-10671 Novosphingobium arvoryzae KCTC 32422 DNA, sequence06, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|BA000040.2:c3400900-3400856 Bradyrhizobium diazoefficiens USDA 110 DNA, complete genome FORWARD",ChrbB,7
"ChrbB|SMLL01000004.1:c397516-397468 Ramlibacter rhizophilus strain CCTCC AB2015357 contig4, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|JAGSGD010000001.1:c3275214-3275166 Phenylobacterium glaciei strain 20VBR1 1, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|LMLF01000005.1:c90589-90539 Sphingomonas sp. Leaf42 contig_3, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|CP007440.1:c7934500-7934451 Rhodoplanes sp. Z2-YC6860, complete genome FORWARD",ChrbB,6
"ChrbB|QETI01000012.1:114350-114405 Comamonas sp. JNW CONTIG_12_length_150375_cov_29.8427, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|CP062222.1:1708112-1708160 Brevundimonas goettingensis strain LVF2 chromosome, complete genome FORWARD",ChrbB,7
"ChrbB|PSRR01000004.1:c74951-74906 Bradyrhizobium sp. Leo170 Contig004_, whole genome shotgun sequence FORWARD",ChrbB,7
"ChrbB|FOGE01000002.1:c15524-15478 Sphingobium sp. YR768 genome assembly, contig: Ga0115505_102, whole genome shotgun sequence FORWARD",ChrbB,7
"Drum|FR899699.1:c17751-17638 Clostridium sp. CAG:411 genomic scaffold, scf231, whole genome shotgun sequence FORWARD",Drum,1
"Drum|VWXL01000068.1:6274-6389 Caproicibacter fermentans strain EA1 CAFE_68, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CYYM01000002.1:c347846-347731 Dorea longicatena strain 2789STDY5608851 genome assembly, contig: SCcontig000002, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CM009896.1:c2975829-2975720 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",Drum,1
"Drum|KE150405.1:2132710-2132825 Lachnospiraceae bacterium 3_1_57FAA_CT1 genomic scaffold acsNU-supercont1.1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR894449.1:c20409-20296 Clostridium sp. CAG:299 genomic scaffold, scf224, whole genome shotgun sequence FORWARD",Drum,1
"Drum|RAYK01000203.1:297-411 Bacterium 1xD8-6 strain 1xD8-6 Scaffold179_1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|JACOPF010000001.1:660906-661019 Mediterraneibacter hominis strain NSJ-55 DNA.506_ctg0001, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FNUR01000003.1:c388366-388257 Butyrivibrio sp. Su6 genome assembly, contig: IE64DRAFT_scaffold00003.3, whole genome shotgun sequence FORWARD",Drum,1
"Drum|HF991342.1:c29780-29667 Clostridium sp. CAG:632 genomic scaffold, scf117, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR887078.1:c1481-1374 Firmicutes bacterium CAG:170 genomic scaffold, scf68, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR894050.1:32199-32309 Roseburia sp. CAG:309 genomic scaffold, scf323, whole genome shotgun sequence FORWARD",Drum,1
"Drum|KN174167.1:c135830-135713 Clostridium orbiscindens 1_3_50AFAA genomic scaffold supercont1.7, whole genome shotgun sequence FORWARD",Drum,1
"Drum|JH379027.1:3191473-3191588 Clostridium hathewayi WAL-18680 genomic scaffold supercont1.1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|QUCW01000003.1:587954-588062 Roseburia sp. AM16-25 AM16-25.Scaf3, whole genome shotgun sequence FORWARD",Drum,1
"Drum|VIQV01000036.1:18713-18828 Lachnospiraceae bacterium MD329 10_Assembly.final.scaffolds_scaffold21.1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|NFKO01000017.1:34941-35049 Pseudoflavonifractor sp. An176 An176_contig_17, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CYYJ01000003.1:c277243-277134 Coprococcus eutactus strain 2789STDY5608843 genome assembly, contig: SCcontig000003, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR891331.1:25497-25617 Clostridium sp. CAG:964 genomic scaffold, scf131, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CP001106.1:c172822-172710 Lachnospira eligens ATCC 27750 plasmid unnamed, complete sequence FORWARD",Drum,1
"Drum|QUDT01000045.1:c5319-5209 Firmicutes bacterium AF36-19BH AF36-19BH.Scaf45, whole genome shotgun sequence FORWARD",Drum,1
"Drum|RAYM01000023.1:13850-13963 Bacterium 1xD42-87 strain 1xD42-87 Scaffold13_1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|HF989117.1:76145-76258 Eubacterium sp. CAG:146 genomic scaffold, scf508, whole genome shotgun sequence FORWARD",Drum,1
"Drum|DS990201.1:c139586-139473 Ruminococcus lactaris ATCC 29176 Scfld_02_38 genomic scaffold, whole genome shotgun sequence FORWARD",Drum,1
"Drum|CM009896.1:c1347647-1347531 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",Drum,1
"Drum|QUGS01000001.1:41189-41302 Clostridiaceae bacterium AF18-31LB AF18-31LB.Scaf1, whole genome shotgun sequence FORWARD",Drum,1
"Drum|KI391949.1:262503-262616 Ruminococcaceae bacterium D16 genomic scaffold acsPy-supercont2.3, whole genome shotgun sequence FORWARD",Drum,1
"Drum|FR902981.1:140198-140310 Firmicutes bacterium CAG:95 genomic scaffold, scf569, whole genome shotgun sequence FORWARD",Drum,1
"Drum|AP019695.1:1465005-1465118 Amedibacterium intestinale JCM 30884 DNA, complete genome FORWARD",Drum,1
"Drum|FR895390.1:c63093-62983 Firmicutes bacterium CAG:882 genomic scaffold, scf109, whole genome shotgun sequence FORWARD",Drum,1
"GlutamineII|AACY021585725.1:c501-447 Marine metagenome 1172275, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY022916502.1:c831-768 Marine metagenome ctg_1101667323853, whole genome shotgun sequence FORWARD",GlutamineII,10
"GlutamineII|AACY021712026.1:693-750 Marine metagenome 1093018701074, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY021519823.1:138-195 Marine metagenome 1659005, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|CP000111.1:c1396332-1396270 Prochlorococcus marinus str. MIT 9312, complete genome FORWARD",GlutamineII,5
"GlutamineII|CP000553.1:c397281-397219 Prochlorococcus marinus str. NATL1A, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY021623887.1:c206-149 Marine metagenome 1680420, whole genome shotgun sequence FORWARD",GlutamineII,9
GlutamineII|CT978603.1:1340859-1340915 Synechococcus sp. RCC307 genomic DNA sequence FORWARD,GlutamineII,7
"GlutamineII|CP000097.1:937913-937973 Synechococcus sp. CC9902, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY023924099.1:c993-941 Marine metagenome ctg_1101668731450, whole genome shotgun sequence FORWARD",GlutamineII,3
"GlutamineII|AACY022977679.1:606-668 Marine metagenome ctg_1101667385030, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY020219155.1:890-952 Marine metagenome 1096626766369, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY023938474.1:1158-1220 Marine metagenome ctg_1101668745825, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY020543559.1:c538-477 Marine metagenome 1096626716315, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY022360476.1:c826-764 Marine metagenome 418790, whole genome shotgun sequence FORWARD",GlutamineII,10
"GlutamineII|AACY023383882.1:c1059-1002 Marine metagenome ctg_1101668191233, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY022234759.1:c276-219 Marine metagenome 1092405876933, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|CP000095.2:1536467-1536524 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",GlutamineII,9
"GlutamineII|AACY022394159.1:235-290 Marine metagenome 1429668, whole genome shotgun sequence FORWARD",GlutamineII,3
"GlutamineII|CP000110.1:518912-518973 Synechococcus sp. CC9605, complete genome FORWARD",GlutamineII,10
"GlutamineII|CP000097.1:c973366-973307 Synechococcus sp. CC9902, complete genome FORWARD",GlutamineII,9
"GlutamineII|CP000552.1:c426597-426540 Prochlorococcus marinus str. MIT 9515, complete genome FORWARD",GlutamineII,9
GlutamineII|BX569695.1:264389-264453 Synechococcus sp. WH8102 complete genome; segment 7/7 FORWARD,GlutamineII,10
"GlutamineII|AACY022818175.1:184-246 Marine metagenome ctg_1101667225526, whole genome shotgun sequence FORWARD",GlutamineII,5
"GlutamineII|AACY023602099.1:832-888 Marine metagenome ctg_1101668409450, whole genome shotgun sequence FORWARD",GlutamineII,6
"GlutamineII|AACY020091254.1:c530-468 Marine metagenome 1096626104969, whole genome shotgun sequence FORWARD",GlutamineII,9
"GlutamineII|AACY022685122.1:c141-79 Marine metagenome ctg_1101667092473, whole genome shotgun sequence FORWARD",GlutamineII,10
"GlutamineII|CP000095.2:c1035098-1035036 Prochlorococcus marinus str. NATL2A, complete genome FORWARD",GlutamineII,5
"GlutamineII|AACY022035041.1:176-230 Marine metagenome 1092963296562, whole genome shotgun sequence FORWARD",GlutamineII,3
"GlutamineII|CP000554.1:c984332-984275 Prochlorococcus marinus str. MIT 9303, complete genome FORWARD",GlutamineII,9
"gp20B|GL945169.1:c33029-32966 Lachnospiraceae bacterium 1_4_56FAA genomic scaffold supercont1.7, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|JWHR01000121.1:c68509-68440 Terrisporobacter othiniensis strain 08-306576 Contig121, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|CP060696.1:c905398-905337 Caproicibacterium amylolyticum strain LBM18003 chromosome, complete genome FORWARD",gp20B,10
"gp20B|FNNG01000033.1:26-88 Tepidimicrobium xylanilyticum strain DSM 23310 genome assembly, contig: Ga0056071_scaffold00033.33, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|JACRSY010000063.1:c4082-4012 Zhenhengia yiwuensis strain NSJ-12 CP_SP_D3_27_ctg063, whole genome shotgun sequence FORWARD",gp20B,10
"gp20B|KC595515.1:5104-5165 Brevibacillus phage Jimmer1, complete genome FORWARD",gp20B,4
"gp20B|DS480667.1:c113974-113910 Clostridium bolteae ATCC BAA-613 Scfld_02_8 genomic scaffold, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|JAOSHN010000014.1:67001-67064 Hominibacterium faecale strain ASD5510 NODE_14_length_76735_cov_158.722835, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|KC595517.1:4221-4282 Brevibacillus phage Abouo, complete genome FORWARD",gp20B,4
"gp20B|FR887997.1:c11747-11688 Clostridium leptum CAG:27 genomic scaffold, scf168, whole genome shotgun sequence FORWARD",gp20B,5
"gp20B|FQZO01000002.1:c248557-248488 Clostridium amylolyticum strain DSM 21864 genome assembly, contig: Ga0131114_102, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|CP015439.1:c198254-198191 Anoxybacteroides amylolyticum strain DSM 15939 plasmid pDSM15939_1, complete sequence FORWARD",gp20B,4
"gp20B|CP048649.1:543042-543101 Aminipila butyrica strain DSM 103574 chromosome, complete genome FORWARD",gp20B,4
"gp20B|NFJT01000033.1:c22159-22104 Anaerofilum sp. An201 An201_contig_33, whole genome shotgun sequence FORWARD",gp20B,9
"gp20B|KB291681.1:88006-88070 Clostridium celatum DSM 1785 genomic scaffold Scfld153, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|VFMF01000001.1:3819704-3819762 Clostridium sp. KNHs216 LY85DRAFT_unitig_0_quiver.1, whole genome shotgun sequence FORWARD",gp20B,9
"gp20B|CP002547.1:361566-361626 Syntrophobotulus glycolicus DSM 8271, complete genome FORWARD",gp20B,5
"gp20B|SRMQ01000016.1:c13399-13341 Caproiciproducens galactitolivorans strain BS-1 CAGA_contig000016, whole genome shotgun sequence FORWARD",gp20B,9
"gp20B|MK448910.1:23829-23891 Streptococcus phage Javan336, complete genome FORWARD",gp20B,4
"gp20B|CVTD020000017.1:c159990-159925 Herbinix hemicellulosilytica genome assembly TUM3/55, contig 02_T3/55T_contig17, whole genome shotgun sequence FORWARD",gp20B,10
"gp20B|FR892673.1:72709-72772 Dorea sp. CAG:317 genomic scaffold, scf86, whole genome shotgun sequence FORWARD",gp20B,3
"gp20B|CP000568.1:2950205-2950266 Acetivibrio thermocellus ATCC 27405 chromosome, complete genome FORWARD",gp20B,10
"gp20B|LN881738.1:c15112-15053 Escherichia phage slur17, complete genome FORWARD",gp20B,9
"gp20B|AP023368.1:c5291056-5290993 Anaerocolumna chitinilytica DNA, complete genome FORWARD",gp20B,5
"gp20B|CP000141.1:1955613-1955674 Carboxydothermus hydrogenoformans Z-2901, complete genome FORWARD",gp20B,4
"gp20B|AP012200.1:c1486685-1486628 Melissococcus plutonius ATCC 35311 DNA, complete genome FORWARD",gp20B,10
"gp20B|JYHN01000047.1:c14230-14174 Clostridium sp. FS41 CLFS41_contig000053, whole genome shotgun sequence FORWARD",gp20B,4
"gp20B|PSQF01000018.1:c7114-7056 Subdoligranulum sp. APC924/74 NODE_18_length_40448_cov_1185.06, whole genome shotgun sequence FORWARD",gp20B,6
"gp20B|JX564242.1:18990-19048 Lactococcus phage Q33, complete genome FORWARD",gp20B,9
"gp20B|AJ609634.1:24875-24937 Bacteriophage EJ-1 proviral DNA, complete genome FORWARD",gp20B,4
"int-alpA|FPBO01000015.1:136452-136523 Massilia namucuonensis strain CGMCC 1.11014 genome assembly, contig: Ga0079888_1015, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|CP072793.1:c2243525-2243456 Thiothrix unzii strain A1 chromosome, complete genome FORWARD",int-alpA,5
"int-alpA|FUYB01000003.1:c291249-291177 Thiothrix eikelboomii strain ATCC 49788 genome assembly, contig: EI61DRAFT_scaffold00003.3, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|FOSR01000003.1:127136-127202 Rhodanobacter glycinis strain MO64 genome assembly, contig: Ga0075223_103, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|SMAJ01000003.1:97398-97466 Paralcaligenes ureilyticus strain DSM 24591 Ga0244690_103, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|DF970248.1:43898-43967 Mizugakiibacter sediminis DNA, contig: NODE_130, strain: skMP5, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|PNEO01000008.1:179167-179236 Burkholderia sp. WAC0059 08, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|CP023439.1:c4560430-4560363 Thauera sp. K11 chromosome, complete genome FORWARD",int-alpA,8
"int-alpA|CAJQZC010000005.1:386583-386653 Paraburkholderia sp. LMG 31841 genome assembly, contig: 5, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|BAFF01000008.1:c65031-64965 Atlantibacter hermannii NBRC 105704 NBRC 105704 DNA, contig: EH10570408, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|AMXB01000020.1:48728-48796 Thauera sp. 27 Cont20, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|PKRR01000002.1:542826-542893 Uliginosibacterium sp. TH139 NODE_2_length_767930_cov_428.101714, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|CP049156.1:c2771235-2771166 Caballeronia sp. SBC1 chromosome, complete genome FORWARD",int-alpA,5
"int-alpA|FLQX01000159.1:6095-6163 Candidatus Accumulibacter sp. S1 isolate 3 genome assembly, contig: ACCAA_Contig_79, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|SDKK01000011.1:c62376-62307 Zoogloea oleivorans strain Buc BUC_nxtrim.se_trimmed_contig_47, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|SDKK01000017.1:c86441-86373 Zoogloea oleivorans strain Buc BUC_nxtrim.se_trimmed_contig_33, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|JACMNB010000011.1:c125298-125231 MAG: Methylotenera sp. isolate LF-bin-133 FL-bin-133-contig-k141_330395, whole genome shotgun sequence FORWARD",int-alpA,10
"int-alpA|FLQX01000101.1:c72131-72061 Candidatus Accumulibacter sp. S1 isolate 3 genome assembly, contig: ACCAA_Contig_26, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|AP012224.1:c537381-537314 Pseudogulbenkiania sp. NH8B DNA, complete genome FORWARD",int-alpA,4
"int-alpA|FOFS01000008.1:210198-210265 Solimonas aquatica strain DSM 25927 genome assembly, contig: Ga0070002_108, whole genome shotgun sequence FORWARD",int-alpA,8
"int-alpA|FUYB01000016.1:96384-96453 Thiothrix eikelboomii strain ATCC 49788 genome assembly, contig: EI61DRAFT_scaffold00016.16, whole genome shotgun sequence FORWARD",int-alpA,4
int-alpA|AM406670.1:2047607-2047675 Azoarcus olearius strain BH72 genome assembly FORWARD,int-alpA,4
"int-alpA|JEMY01000064.1:c2487-2418 MAG: Candidatus Accumulibacter regalis contig000064, whole genome shotgun sequence FORWARD",int-alpA,10
"int-alpA|FOUF01000017.1:c57600-57531 Nitrosomonas nitrosa strain Nm146 genome assembly, contig: Ga0105874_117, whole genome shotgun sequence FORWARD",int-alpA,5
"int-alpA|FOVJ01000001.1:504222-504288 Nitrosospira briensis strain Nsp8 genome assembly, contig: Ga0105880_101, whole genome shotgun sequence FORWARD",int-alpA,10
"int-alpA|CP046913.1:c2378808-2378740 Paraburkholderia acidisoli strain DHF22 chromosome 1, complete sequence FORWARD",int-alpA,5
"int-alpA|JDST02000049.1:c31391-31312 MAG: Candidatus Accumulibacter cognatus contig000057, whole genome shotgun sequence FORWARD",int-alpA,2
"int-alpA|JACIGE010000002.1:c72499-72430 Rhodocyclus tenuis strain 2761 Ga0394279_02, whole genome shotgun sequence FORWARD",int-alpA,5
