label,family,cluster
"int-alpA|JFAW01000001.1:271969-272036 MAG: Candidatus Accumulibacter sp. SK-11 contig000001, whole genome shotgun sequence FORWARD",int-alpA,4
"int-alpA|FNPQ01000056.1:c2624-2556 Nitrosomonas sp. Nm58 genome assembly, contig: Ga0111711_1056, whole genome shotgun sequence FORWARD",int-alpA,5
nhaaI|AM746676.1:c4580779-4580721 Sorangium cellulosum 'So ce 56' complete genome FORWARD,nhaaI,7
nhaaI|AM260480.1:496833-496891 Ralstonia eutropha H16 chromosome 2 FORWARD,nhaaI,6
"nhaaI|JTDN01000001.1:2084804-2084864 Croceibacterium mercuriale strain Coronado scaffold_0, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|CP000245.1:1201949-1202001 Ramlibacter tataouinensis TTB310, complete genome FORWARD",nhaaI,7
"nhaaI|WVTD01000008.1:c157649-157596 Novosphingobium silvae strain FGD1 NODE_8_length_190061_cov_34.815699, whole genome shotgun sequence FORWARD",nhaaI,6
"nhaaI|BMIH01000002.1:c882707-882649 Sphingomonas metalli CGMCC 1.15330 DNA, sequence02, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|JACIVI010000001.1:26743-26795 Aquariibacter albus strain SJAQ100 contig1, whole genome shotgun sequence FORWARD",nhaaI,7
"nhaaI|LMDI01000067.1:c120494-120438 Rhizobacter sp. Root1221 contig_7, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|RKMB01000002.1:191613-191663 Ramlibacter sp. WS9 NODE_2_length_612727_cov_37.2678_ID_3073, whole genome shotgun sequence FORWARD",nhaaI,7
"nhaaI|RAQU01000199.1:c8842-8787 Teichococcus wenyumeiae strain Z24 Scaffold193_1, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|CP054841.1:520038-520090 Comamonas antarctica strain 16-35-5 plasmid unnamed1, complete sequence FORWARD",nhaaI,6
"nhaaI|CP002521.1:4962505-4962555 Acidovorax avenae subsp. avenae ATCC 19860, complete genome FORWARD",nhaaI,3
"nhaaI|JXTP01000058.1:c13356-13298 Sphingomonas melonis strain 30a NODE_16, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|FKIF01000006.1:491-545 Bordetella ansorpii strain H050680373 genome assembly, contig: ERS1093620SCcontig000006, whole genome shotgun sequence FORWARD",nhaaI,7
"nhaaI|FNBI01000013.1:18842-18897 Sphingomonas sp. S7-754 genome assembly, contig: Ga0075252_113, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|FOGD01000001.1:c289637-289585 Giesbergeria anulus strain ATCC 35958 genome assembly, contig: Ga0052898_scaffold00001.1, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|CP009533.1:1400502-1400563 Pseudomonas rhizosphaerae strain DSM 16299, complete genome FORWARD",nhaaI,5
"nhaaI|NWVC01000003.1:c229446-229391 Sphingomonas adhaesiva strain DSM 7418 contig3, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|AP012320.1:c1809734-1809683 Rubrivivax gelatinosus IL144 DNA, complete genome FORWARD",nhaaI,7
"nhaaI|CP029985.1:c3012493-3012434 Sphingomonas sp. FARSPH chromosome, complete genome FORWARD",nhaaI,7
"nhaaI|CP000555.1:404714-404769 Methylibium petroleiphilum PM1, complete genome FORWARD",nhaaI,6
"nhaaI|CP011125.1:c6712094-6712045 Sandaracinus amylolyticus strain DSM 53668, complete genome FORWARD",nhaaI,7
"nhaaI|LMIB01000012.1:897410-897466 Sphingomonas sp. Root710 contig_2, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|AP009384.1:c1486639-1486584 Azorhizobium caulinodans ORS 571 DNA, complete genome FORWARD",nhaaI,9
"nhaaI|LT907988.1:3427892-3427947 Alcaligenaceae bacterium LMG 29303 isolate Orrdi1 genome assembly, chromosome: I FORWARD",nhaaI,6
"nhaaI|CP029211.1:c33883-33829 Aquabacterium olei strain NBRC 110486 plasmid pTB101, complete sequence FORWARD",nhaaI,9
"nhaaI|VLJW01000001.1:51672-51726 Aminobacter sp. J15 AmiJ15_scaffold_0, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|QQNB01000004.1:c39490-39438 Sphingomonas aracearum strain WZY 27 NODE_4_length_144644_cov_41.700333, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|JACYFT010000002.1:872042-872094 Limnohabitans radicicola strain JUR4 contig2, whole genome shotgun sequence FORWARD",nhaaI,9
"nhaaI|LARW01000054.1:40368-40424 Sphingomonas sp. SRS2 contig54, whole genome shotgun sequence FORWARD",nhaaI,10
photorcII|HQ634175.1:c68532-68436 Cyanophage P-RSM1 genomic sequence FORWARD,photorcII,2
"photorcII|GU071108.1:162206-162301 Prochlorococcus phage Syn33, complete genome FORWARD",photorcII,2
"photorcII|KU686206.1:160385-160480 Synechococcus phage S-CAM9 isolate 1109NB16, complete genome FORWARD",photorcII,2
"photorcII|KJ019156.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C2, complete genome FORWARD",photorcII,2
"photorcII|MW015081.1:207241-207338 Synechococcus phage S-SRM01, complete genome FORWARD",photorcII,2
"photorcII|HQ634178.1:157403-157496 Synechococcus phage S-CAM8 strain S-CAM8 06008BI06, complete genome FORWARD",photorcII,2
photorcII|FM207411.1:c8702-8606 Synechococcus phage S-RSM4 complete genome FORWARD,photorcII,2
"photorcII|KU686210.1:169171-169266 Synechococcus phage S-WAM1 isolate 0810PA09, complete genome FORWARD",photorcII,2
"photorcII|JN371769.1:162313-162408 Synechococcus phage metaG-MbCM1, complete genome FORWARD",photorcII,2
"photorcII|OQ504981.1:61922-62016 Synechococcus phage S-RS29, complete genome FORWARD",photorcII,2
"photorcII|GU071097.1:164585-164681 Synechococcus phage S-SSM5, complete genome FORWARD",photorcII,2
"photorcII|KU686209.1:159627-159718 Synechococcus phage S-CAM22 isolate 1209TA19, complete genome FORWARD",photorcII,2
"photorcII|OQ319121.1:c49325-49228 Synechococcus phage S-BM3, complete genome FORWARD",photorcII,2
"photorcII|GU071106.1:166909-167003 Synechococcus phage Syn19, complete genome FORWARD",photorcII,2
"photorcII|OP053362.1:7937-8033 Cyanophage S-TIM54, complete genome FORWARD",photorcII,2
"photorcII|HQ317292.1:165583-165678 Synechococcus phage S-RIM2 R1_1999, complete genome FORWARD",photorcII,2
"photorcII|MH629685.1:79337-79432 Synechococcus virus S-PRM1, complete genome FORWARD",photorcII,2
"photorcII|GU071096.1:167689-167782 Synechococcus phage S-ShM2, complete genome FORWARD",photorcII,2
"photorcII|GU071095.1:179573-179668 Synechococcus phage S-SM2, complete genome FORWARD",photorcII,2
"photorcII|KJ019059.1:174288-174383 Synechococcus phage ACG-2014f isolate Syn7803C90, complete genome FORWARD",photorcII,2
"photorcII|OP917831.1:118682-118778 Synechococcus phage S-M1, complete genome FORWARD",photorcII,2
"photorcII|GU071101.1:169216-169312 Prochlorococcus phage P-HM1, complete genome FORWARD",photorcII,2
"photorcII|KJ019136.1:157499-157594 Synechococcus phage ACG-2014d isolate Syn7803C102, complete genome FORWARD",photorcII,2
photorcII|HQ316583.1:154778-154876 Cyanophage S-SSM4 genomic sequence FORWARD,photorcII,2
"photorcII|OQ504982.1:c63606-63510 Synechococcus phage S-8S53, partial genome FORWARD",photorcII,2
"photorcII|KU686201.1:180677-180772 Synechococcus phage S-CAM4 isolate 0809SB33, complete genome FORWARD",photorcII,2
"photorcII|KJ019054.1:177668-177763 Synechococcus phage ACG-2014e isolate Syn7803C85, complete genome FORWARD",photorcII,2
"photorcII|MK799832.1:176018-176111 Synechococcus phage S-B05, complete genome FORWARD",photorcII,2
"photorcII|MH412654.1:c66840-66744 Synechococcus phage S-T4, complete genome FORWARD",photorcII,2
photorcII|HQ317383.1:150656-150750 Synechococcus phage S-IOM18 genomic sequence FORWARD,photorcII,2
"radC|LBNQ01000033.1:c32187-32040 Lampropedia cohaerens strain CT6 484, whole genome shotgun sequence FORWARD",radC,1
"radC|BBYR01000068.1:7745-7895 Ideonella sakaiensis DNA, contig: ISCTG068, whole genome shotgun sequence FORWARD",radC,1
"radC|JSYI01000024.1:36578-36728 Diaphorobacter sp. J5-51 NODE_134, whole genome shotgun sequence FORWARD",radC,1
radC|HG322950.1:3753079-3753226 Pseudomonas knackmussii B13 complete genome FORWARD,radC,1
"radC|CP002657.1:1904436-1904586 Alicycliphilus denitrificans K601, complete genome FORWARD",radC,1
"radC|PSNW01000005.1:283121-283271 Solimonas fluminis strain HR-BB HR-BB_5, whole genome shotgun sequence FORWARD",radC,1
"radC|BNBA01000005.1:136487-136633 [Pseudomonas] boreopolis JCM 13306 DNA, sequence05, whole genome shotgun sequence FORWARD",radC,1
radC|HG322950.1:3410357-3410504 Pseudomonas knackmussii B13 complete genome FORWARD,radC,1
"radC|CP000352.1:2567864-2568011 Cupriavidus metallidurans CH34, complete genome FORWARD",radC,1
"radC|CP001281.2:c1037709-1037559 Thauera sp. MZ1T, complete genome FORWARD",radC,1
"radC|CP064781.1:c869355-869205 Azospira restricta strain DSM 18626 chromosome, complete genome FORWARD",radC,1
"radC|QLAG01000012.1:c3464-3314 Stutzerimonas nosocomialis strain SD129 contig00012, whole genome shotgun sequence FORWARD",radC,1
"radC|WBSF01000009.1:198902-199052 Betaproteobacteria bacterium SCN1 NODE_2_length_571767_cov_42.151974, whole genome shotgun sequence FORWARD",radC,1
"radC|FLOC01000018.1:c52448-52300 Marinomonas aquimarina strain CECT 5080 genome assembly, contig: 0018, whole genome shotgun sequence FORWARD",radC,1
"radC|CP028339.1:c327956-327806 Thauera aromatica K172 chromosome, complete genome FORWARD",radC,1
"radC|CP000555.1:2560890-2561040 Methylibium petroleiphilum PM1, complete genome FORWARD",radC,1
"radC|JXYQ01000012.1:c92581-92433 Acidovorax temperans strain KY4 Contig_12, whole genome shotgun sequence FORWARD",radC,1
"radC|AZSV01000016.1:30506-30656 Pseudomonas sp. BAY1663 contig000016, whole genome shotgun sequence FORWARD",radC,1
"radC|AP018560.1:c594948-594801 Aerosticca soli DNA, complete genome FORWARD",radC,1
radC|CR555306.1:c1513825-1513675 Azoarcus aromaticum EbN1 complete genome FORWARD,radC,1
"radC|JAFNME010000013.1:8975-9123 Comamonas denitrificans strain MM2021_4 T_13, whole genome shotgun sequence FORWARD",radC,1
"radC|FQXE01000006.1:325004-325151 Candidimonas bauzanensis strain CGMCC 1.10190 genome assembly, contig: Ga0070552_106, whole genome shotgun sequence FORWARD",radC,1
"radC|SMTF01000002.1:c266002-265852 Luteimonas aestuarii strain B9 Scaffold2_1, whole genome shotgun sequence FORWARD",radC,1
"radC|CP003239.1:c37424-37277 Tistrella mobilis KA081020-065 plasmid pTM3, complete sequence FORWARD",radC,1
"radC|CP000555.1:2530285-2530433 Methylibium petroleiphilum PM1, complete genome FORWARD",radC,1
"radC|JAGQFT020000010.1:78997-79147 Coralloluteibacterium stylophorae strain LMG 29479 contig_10, whole genome shotgun sequence FORWARD",radC,1
"radC|CP000774.1:3663513-3663661 Parvibaculum lavamentivorans DS-1, complete genome FORWARD",radC,1
"radC|CP014671.1:c1356782-1356633 Immundisolibacter cernigliae strain TR3.2, complete genome FORWARD",radC,1
"radC|CP001281.2:c1079638-1079490 Thauera sp. MZ1T, complete genome FORWARD",radC,1
"radC|CP000270.1:3604961-3605108 Paraburkholderia xenovorans LB400 chromosome 1, complete sequence FORWARD",radC,1
"ragath|FORR01000021.1:c22915-22843 Thermoflavimicrobium dichotomicum strain DSM 44778 genome assembly, contig: Ga0104487_121, whole genome shotgun sequence FORWARD",ragath,5
"ragath|CM009896.1:1032814-1032886 Butyrivibrio fibrisolvens strain INBov1 chromosome, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000281.1:c2231-2157 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1281, whole genome shotgun sequence FORWARD",ragath,5
"ragath|HF999883.1:2267-2339 Roseburia sp. CAG:197 genomic scaffold, scf170, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000216.1:213-286 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1216, whole genome shotgun sequence FORWARD",ragath,5
"ragath|BOPZ01000040.1:c24395-24322 Clostridium polyendosporum JCM 30710 DNA, sequence040, whole genome shotgun sequence FORWARD",ragath,5
"ragath|CABHNW010000153.1:26-98 Blautia luti isolate Blautia_luti_SSTS_Bg7063 genome assembly, contig: 66, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000003.1:392790-392862 Anaerostipes sp. 992a contig000003, whole genome shotgun sequence FORWARD",ragath,2
"ragath|MJIG01000003.1:390181-390255 Anaerostipes sp. 992a contig000003, whole genome shotgun sequence FORWARD",ragath,5
"ragath|ACVI01000042.1:c956-883 Clostridium carboxidivorans P7 ctg00199, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000004.1:c1189657-1189585 Anaerostipes sp. 992a contig000004, whole genome shotgun sequence FORWARD",ragath,2
"ragath|CABHNW010000003.1:c63698-63626 Blautia luti isolate Blautia_luti_SSTS_Bg7063 genome assembly, contig: 100, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000060.1:c19511-19437 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1060, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000004.1:c558154-558082 Anaerostipes sp. 992a contig000004, whole genome shotgun sequence FORWARD",ragath,2
"ragath|FPBY01000213.1:c5170-5097 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1213, whole genome shotgun sequence FORWARD",ragath,5
"ragath|LYPC01000025.1:135183-135244 Paenibacillus pectinilyticus strain KCTC13222 scaffold25, whole genome shotgun sequence FORWARD",ragath,5
"ragath|CP000885.1:c4818438-4818367 Lachnoclostridium phytofermentans ISDg chromosome, complete genome FORWARD",ragath,5
"ragath|FPBY01000132.1:c9067-8994 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1132, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FUXA01000009.1:c136830-136758 Eubacterium ruminantium strain ATCC 17233 genome assembly, contig: EI46DRAFT_scaffold00007.7, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FR891013.1:c40770-40698 Eubacterium rectale CAG:36 genomic scaffold, scf84, whole genome shotgun sequence FORWARD",ragath,5
"ragath|MJIG01000004.1:c1345057-1344985 Anaerostipes sp. 992a contig000004, whole genome shotgun sequence FORWARD",ragath,2
"ragath|FPBY01000106.1:211-284 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1106, whole genome shotgun sequence FORWARD",ragath,5
"ragath|AYSO01000014.1:108757-108822 Clostridium argentinense CDC 2741 U732.Contig246, whole genome shotgun sequence FORWARD",ragath,5
"ragath|LGSS01000002.1:c33628-33556 Gottschalkia purinilytica strain DSM 1384 CLPU_2c, whole genome shotgun sequence FORWARD",ragath,5
"ragath|SDKC01000001.1:c3472652-3472580 Blautia faecicola strain KGMB01111 KGMB01111_contig00001, whole genome shotgun sequence FORWARD",ragath,5
"ragath|OP172753.1:c90543-90474 Enterocloster phage CB457P1, complete genome FORWARD",ragath,5
"ragath|FR886640.1:c4015-3944 Clostridium sp. CAG:265 genomic scaffold, scf128, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FORR01000010.1:65736-65808 Thermoflavimicrobium dichotomicum strain DSM 44778 genome assembly, contig: Ga0104487_110, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FPBY01000051.1:32-106 Clostridium sp. DSM 8431 genome assembly, contig: Ga0070257_1051, whole genome shotgun sequence FORWARD",ragath,5
"ragath|FQXM01000049.1:315-391 Clostridium grantii DSM 8605 genome assembly, contig: EJ34DRAFT_scaffold00048.48, whole genome shotgun sequence FORWARD",ragath,5
"rhodo-rpoB|JAEIJD010000018.1:c13072-12979 Pontibaca salina strain S1109L scaffold_18_length=17928, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP014796.1:2033200-2033291 Salipiger profundus strain JLT2016, complete sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP000031.2:c3720079-3719985 Ruegeria pomeroyi DSS-3, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|PVTQ01000002.1:74373-74464 Donghicola tyrosinivorans strain DSM 100212 Ga0181042_102, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|AAYC01000001.1:318015-318108 Roseobacter sp. SK209-2-6 1101232001815, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|SULI01000002.1:292994-293087 Shimia litoralis strain CL-ES2 scaffold2, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|VANS01000011.1:c15070-14978 Sulfitobacter sabulilitoris strain HSMS-29 contig11, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FZNN01000002.1:185832-185926 Puniceibacterium sediminis strain DSM 29052 genome assembly, contig: Ga0170426_102, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP048788.1:575036-575129 Roseobacter ponti strain DSM 106830 chromosome, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FRBR01000023.1:8039-8130 Roseovarius pacificus strain DSM 29589 genome assembly, contig: Ga0131109_123, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CYSA01000019.1:c14666-14573 Thalassobius gelatinovorus genome assembly Tgelatinovorus_CECT4357_Seqman_Prokka, contig 0019, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CYSD01000030.1:c17133-17040 Tropicibacter multivorans genome assembly Tr.multivorans_CECT7557_Seqman_Prokka, contig 0030, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|DS995281.1:c3149577-3149485 Rhodobacterales bacterium Y4I scf_1106129324773 genomic scaffold, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP025815.1:439310-439402 Sulfitobacter sp. JL08 chromosome, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FTPS01000001.1:c1120456-1120363 Pontibaca methylaminivorans strain DSM 21219 genome assembly, contig: Ga0104525_11, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|JAHXDN010000001.1:1241848-1241940 Roseobacter insulae strain YSTF-M11 1, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CP000362.1:c3880756-3880664 Roseobacter denitrificans OCh 114, complete genome FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FOEP01000003.1:399067-399160 Litorimicrobium taeanense strain DSM 22007 genome assembly, contig: Ga0070518_103, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|QNGB01000005.1:c170206-170113 Roseovarius sp. TE539 contig5, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|RAPE01000002.1:165275-165367 Roseovarius spongiae strain HN-E21 contig2, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FRCB01000014.1:c34652-34561 Roseovarius litoreus strain DSM 28249 genome assembly, contig: Ga0131096_114, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FWFX01000003.1:c413199-413108 Roseovarius albus strain CECT 7450 genome assembly, contig: 0003, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|CH724156.1:c366535-366444 Roseovarius nubinhibens ISM scf_1099451318306 genomic scaffold, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|LQBQ01000035.1:269019-269112 Ruegeria marisrubri strain ZGT118 contig_5, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|AQQP01000023.1:c14065-13973 Phaeobacter sp. 22II1-1F12B contig23, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|JALZ01000008.1:c182383-182291 Roseivivax halodurans JCM 10272 contig8, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|SSMD01000002.1:c514180-514087 Thalassobius vesicularis strain CC-AMW-E contig02, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|JAAORB010000015.1:7317-7408 Roseovarius gahaiensis strain GH877 scaffold15, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|FPAW01000042.1:c16292-16199 Sedimentitalea nanhaiensis strain CGMCC 1.10959 genome assembly, contig: Ga0079838_142, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
"rhodo-rpoB|DS022276.1:c441170-441079 Roseovarius sp. HTCC2601 scf_1100011001366 genomic scaffold, whole genome shotgun sequence FORWARD",rhodo-rpoB,2
